se_name	cell_specific_gain	number_ce_gain	number_cancer_gain	gain_ce	number_ce_loss	number_cancer_loss	loss_ce
chr12_31999089_32052712	yes	9	1	chr12_31998896_32001134:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Ovarian_serous_cystadenocarcinoma|chr12_32005372_32007220:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive|chr12_32020344_32022313:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive|chr12_32029954_32031237:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia|chr12_32031418_32032850:Adult_T_acute_lymphoblastic_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia|chr12_32033266_32034455:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia|chr12_32036255_32037399:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Ovarian_endometrioid_adenocarcinoma,Ovarian_serous_cystadenocarcinoma|chr12_32039962_32041320:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive|chr12_32046550_32048860:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive	0	0	none
chr12_32106015_32150313	yes	1	2	chr12_32146909_32149854:Gliosarcoma,Ovarian_serous_cystadenocarcinoma	0	0	none
chr12_32196537_32211276	no	0	0	none	0	0	none
chr12_32234909_32273989	yes	3	2	chr12_32239422_32242565:Astrocytoma,Ovarian_endometrioid_adenocarcinoma,Papillary_renal_cell_carcinoma|chr12_32247998_32251093:Astrocytoma,Glioblastoma,Ovarian_endometrioid_adenocarcinoma,Papillary_renal_cell_carcinoma|chr12_32252228_32253959:Astrocytoma,Clear_cell_renal_cell_carcinoma	0	0	none
chr12_32390823_32588654	yes	1	3	chr12_32497915_32500327:Cutaneous_melanoma,Melanoma,Plasma_cell_myeloma	0	0	none
chr12_32862475_32921882	yes	2	3	chr12_32869150_32871575:Colon_carcinoma,Lung_large_cell_carcinoma,Pleural_epithelioid_mesothelioma|chr12_32882786_32887746:Minimally_invasive_lung_adenocarcinoma,Plasma_cell_myeloma,Pleural_epithelioid_mesothelioma	0	0	none
chr12_3299622_3315938	yes	1	3	chr12_3309667_3313166:Colon_adenocarcinoma,Colon_carcinoma,Prostate_carcinoma	0	0	none
chr12_33581566_33591732	yes	2	2	chr12_33581566_33583140:Lung_non_small_cell_carcinoma,Minimally_invasive_lung_adenocarcinoma|chr12_33590874_33591732:Minimally_invasive_lung_adenocarcinoma,Prostate_carcinoma	0	0	none
chr12_3452250_3465068	yes	2	3	chr12_3462896_3464075:Colon_carcinoma|chr12_3464157_3465068:Colon_adenocarcinoma,Colon_carcinoma,Prostate_carcinoma	0	0	none
chr12_3597254_3607516	yes	2	3	chr12_3597515_3602695:Amelanotic_melanoma,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Cutaneous_melanoma,Melanoma|chr12_3604549_3605811:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr12_37237194_37261086	yes	3	2	chr12_37239558_37239923:Minimally_invasive_lung_adenocarcinoma,Pleural_epithelioid_mesothelioma|chr12_37248816_37249238:Minimally_invasive_lung_adenocarcinoma,Papillary_renal_cell_carcinoma,Prostate_carcinoma|chr12_37260807_37261116:Minimally_invasive_lung_adenocarcinoma,Pleural_epithelioid_mesothelioma	1	1	chr12_37245813_37246657:Ovarian_serous_cystadenocarcinoma
chr12_3723853_3754403	yes	4	1	chr12_3724473_3730269:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Childhood_T_acute_lymphoblastic_leukemia|chr12_3732270_3734158:Anaplastic_large_cell_lymphoma__ALK_positive|chr12_3740557_3746766:Anaplastic_large_cell_lymphoma__ALK_positive|chr12_3747079_3749318:Anaplastic_large_cell_lymphoma__ALK_positive	0	0	none
chr12_37680982_37718482	yes	3	2	chr12_37686708_37692026:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma|chr12_37701539_37707623:Cutaneous_melanoma|chr12_37715738_37718482:Amelanotic_melanoma,Cutaneous_melanoma	0	0	none
chr12_38123355_38150856	no	0	0	none	0	0	none
chr12_385567_408770	no	0	0	none	1	4	chr12_400866_403135:Breast_adenocarcinoma,Gliosarcoma,Papillary_renal_cell_carcinoma,Renal_cell_carcinoma
chr12_39227209_39244966	yes	2	0	chr12_39227133_39228391:Glioblastoma|chr12_39243636_39244966:	0	0	none
chr12_3996171_4035294	yes	2	2	chr12_3998172_4001079:Clear_cell_renal_cell_carcinoma,Colon_adenocarcinoma,Ovarian_endometrioid_adenocarcinoma|chr12_4035048_4037760:Ovarian_endometrioid_adenocarcinoma,Pleural_epithelioid_mesothelioma	0	0	none
chr12_40691230_40728650	yes	4	1	chr12_40690764_40694640:Lung_large_cell_carcinoma|chr12_40696880_40698815:Lung_large_cell_carcinoma,Minimally_invasive_lung_adenocarcinoma|chr12_40713880_40720967:Colon_carcinoma,Lung_large_cell_carcinoma|chr12_40727146_40729116:Cutaneous_melanoma	0	0	none
chr12_4107644_4121332	yes	3	2	chr12_4107644_4110246:Plasma_cell_myeloma|chr12_4111753_4114159:Plasma_cell_myeloma,Pleural_epithelioid_mesothelioma|chr12_4114659_4121332:Plasma_cell_myeloma,Pleural_epithelioid_mesothelioma	0	0	none
chr12_4137403_4165353	yes	2	1	chr12_4146582_4155601:Anaplastic_large_cell_lymphoma__ALK_positive,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Plasma_cell_myeloma|chr12_4156572_4157948:Pleural_epithelioid_mesothelioma	0	0	none
chr12_41466140_41492805	yes	4	0	chr12_41472713_41473578:Plasma_cell_myeloma|chr12_41481233_41482813:|chr12_41483054_41488218:|chr12_41488506_41489148:	0	0	none
chr12_42010121_42028579	yes	2	1	chr12_42020433_42022975:Ovarian_endometrioid_adenocarcinoma|chr12_42023756_42024367:Ovarian_endometrioid_adenocarcinoma	0	0	none
chr12_42442594_42454518	yes	1	2	chr12_42442110_42444067:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Ovarian_endometrioid_adenocarcinoma	0	0	none
chr12_4267172_4288665	yes	2	1	chr12_4267172_4269252:Plasma_cell_myeloma|chr12_4288661_4290215:Adult_acute_myeloid_leukemia	0	0	none
chr12_42683814_42707440	yes	1	3	chr12_42685624_42688145:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr12_42725479_42766916	yes	2	4	chr12_42725435_42726881:Gliosarcoma,Pleural_epithelioid_mesothelioma,Prostate_carcinoma,Renal_cell_carcinoma|chr12_42728011_42731388:Breast_adenocarcinoma,Invasive_breast_carcinoma_of_no_special_type,Pleural_epithelioid_mesothelioma,Prostate_carcinoma	0	0	none
chr12_42786328_42800399	yes	1	3	chr12_42794104_42795574:Clear_cell_renal_cell_carcinoma,Lung_non_small_cell_carcinoma,Papillary_renal_cell_carcinoma	0	0	none
chr12_42935979_42981991	yes	2	1	chr12_42935964_42937915:Clear_cell_renal_cell_carcinoma,Lung_non_small_cell_carcinoma,Renal_cell_carcinoma|chr12_42948835_42950520:Ovarian_serous_cystadenocarcinoma	0	0	none
chr12_43734611_43767430	yes	1	1	chr12_43764442_43764748:Minimally_invasive_lung_adenocarcinoma	0	0	none
chr12_43828654_43853343	yes	1	4	chr12_43828654_43830401:Cutaneous_melanoma,Glioblastoma,Melanoma,Pleural_epithelioid_mesothelioma	1	2	chr12_43834405_43838901:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia
chr12_43878069_43914851	yes	5	2	chr12_43879398_43880015:Cutaneous_melanoma|chr12_43880313_43881921:Cutaneous_melanoma|chr12_43883242_43886663:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma|chr12_43895631_43900218:Cutaneous_melanoma,Melanoma,Papillary_renal_cell_carcinoma|chr12_43903965_43905110:Cutaneous_melanoma,Melanoma	0	0	none
chr12_43964050_43992880	yes	6	3	chr12_43964050_43966189:Cutaneous_melanoma,Melanoma|chr12_43966910_43968688:Cutaneous_melanoma,Prostate_carcinoma|chr12_43968772_43970117:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma,Prostate_carcinoma|chr12_43970191_43972688:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma,Prostate_carcinoma|chr12_43981196_43983643:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma|chr12_43986801_43990507:Anaplastic_large_cell_lymphoma__ALK_positive,Plasma_cell_myeloma,Prostate_carcinoma	0	0	none
chr12_44705625_44854471	yes	9	2	chr12_44717314_44719256:|chr12_44747566_44751527:|chr12_44751792_44754068:|chr12_44770263_44772614:|chr12_44784041_44786308:|chr12_44787499_44791035:|chr12_44792629_44800049:|chr12_44800202_44802272:|chr12_44834567_44837593:Adult_acute_myeloid_leukemia,Cutaneous_melanoma	0	0	none
chr12_45214421_45310948	yes	1	4	chr12_45302979_45306114:Amelanotic_melanoma,Cutaneous_melanoma,Glioblastoma,Melanoma	1	2	chr12_45230748_45239266:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia
chr12_45723355_45746459	no	0	0	none	0	0	none
chr12_45964721_45992509	yes	5	1	chr12_45964721_45968129:Papillary_renal_cell_carcinoma,Pleural_epithelioid_mesothelioma|chr12_45968557_45969897:Pleural_epithelioid_mesothelioma|chr12_45971293_45972705:Pleural_epithelioid_mesothelioma|chr12_45973137_45975039:Pleural_epithelioid_mesothelioma|chr12_45980568_45981856:Prostate_carcinoma	0	0	none
chr12_46087058_46110228	yes	4	3	chr12_46089535_46090619:Breast_adenocarcinoma,Ovarian_endometrioid_adenocarcinoma|chr12_46099740_46103224:Clear_cell_renal_cell_carcinoma,Ovarian_endometrioid_adenocarcinoma,Ovarian_serous_cystadenocarcinoma,Papillary_renal_cell_carcinoma|chr12_46107309_46108792:Papillary_renal_cell_carcinoma,Plasma_cell_myeloma|chr12_46109007_46111741:Breast_adenocarcinoma,Ovarian_endometrioid_adenocarcinoma,Plasma_cell_myeloma	0	0	none
chr12_46215856_46222564	no	0	0	none	0	0	none
chr12_46254752_46270916	no	0	0	none	0	0	none
chr12_46353625_46411463	yes	1	4	chr12_46398525_46401071:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Gliosarcoma,Pleural_epithelioid_mesothelioma	0	0	none
chr12_46417970_46497417	no	0	0	none	2	1	chr12_46427803_46435129:Adult_acute_myeloid_leukemia,Amelanotic_melanoma,Cutaneous_melanoma,Melanoma|chr12_46466948_46475409:Plasma_cell_myeloma
chr12_46545901_46564813	no	0	0	none	1	2	chr12_46545901_46560647:Adult_T_acute_lymphoblastic_leukemia,Cutaneous_melanoma
chr12_46657120_46677845	no	0	0	none	0	0	none
chr12_46921729_47042005	yes	1	4	chr12_46946099_46954553:Breast_adenocarcinoma,Lung_non_small_cell_carcinoma,Ovarian_endometrioid_adenocarcinoma,Prostate_carcinoma	0	0	none
chr12_47067840_47121917	yes	2	3	chr12_47098608_47100288:Clear_cell_renal_cell_carcinoma,Glioblastoma,Renal_cell_carcinoma|chr12_47108136_47111295:Cutaneous_melanoma,Glioblastoma,Melanoma	1	3	chr12_47074733_47089437:Adult_acute_myeloid_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive,Plasma_cell_myeloma
chr12_47188790_47251046	no	0	0	none	0	0	none
chr12_47244150_47283433	no	0	0	none	1	4	chr12_47267015_47283433:Adult_acute_myeloid_leukemia,Amelanotic_melanoma,Cutaneous_melanoma,Plasma_cell_myeloma
chr12_47376915_47408365	yes	1	3	chr12_47382980_47385306:Breast_adenocarcinoma,Gliosarcoma,Lung_large_cell_carcinoma	0	0	none
chr12_47751379_47778628	no	0	0	none	0	0	none
chr12_47802563_47837671	yes	1	3	chr12_47831696_47837033:Adult_T_acute_lymphoblastic_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia	2	4	chr12_47806666_47816277:Cutaneous_melanoma,Melanoma,Ovarian_endometrioid_adenocarcinoma|chr12_47816755_47819625:Adult_acute_myeloid_leukemia,Cutaneous_melanoma,Melanoma,Minimally_invasive_lung_adenocarcinoma
chr12_47997022_48062005	yes	2	3	chr12_48020894_48025272:Invasive_breast_carcinoma_of_no_special_type,Minimally_invasive_lung_adenocarcinoma|chr12_48031593_48036008:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr12_4824235_4831698	no	0	0	none	0	0	none
chr12_487263_547091	yes	2	2	chr12_498989_501201:Colon_carcinoma,Prostate_carcinoma|chr12_533198_534027:Breast_adenocarcinoma,Clear_cell_renal_cell_carcinoma	0	0	none
chr12_49059390_49061292	no	0	0	none	0	0	none
chr12_49110339_49139703	yes	2	3	chr12_49113574_49115314:Melanoma|chr12_49137370_49139305:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Cutaneous_melanoma,Melanoma	0	0	none
chr12_49186821_49269943	no	0	0	none	1	1	chr12_49186493_49190609:Lung_non_small_cell_carcinoma
chr12_49296917_49323028	yes	2	2	chr12_49303501_49305468:|chr12_49309166_49310497:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Ovarian_serous_cystadenocarcinoma	0	0	none
chr12_49428313_49437879	yes	1	3	chr12_49430427_49437879:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr12_49482106_49519542	no	0	0	none	0	0	none
chr12_49662223_49672027	no	0	0	none	0	0	none
chr12_49730612_49755659	no	0	0	none	0	0	none
chr12_49798954_49843806	yes	3	2	chr12_49802472_49807537:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma|chr12_49808156_49811386:Cutaneous_melanoma,Melanoma|chr12_49820728_49822989:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia	1	2	chr12_49826811_49829629:Minimally_invasive_lung_adenocarcinoma,Plasma_cell_myeloma
chr12_49942287_49968189	no	0	0	none	0	0	none
chr12_50070853_50089998	yes	1	3	chr12_50070200_50076109:Anaplastic_large_cell_lymphoma__ALK_positive,Breast_adenocarcinoma,Gliosarcoma	0	0	none
chr12_50157850_50309615	no	0	0	none	2	3	chr12_50207513_50225933:Plasma_cell_myeloma|chr12_50245446_50260897:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Plasma_cell_myeloma
chr12_50379876_50426223	yes	1	3	chr12_50425312_50426771:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	0	0	none
chr12_50504285_50666567	no	0	0	none	1	2	chr12_50612747_50627378:Adult_acute_myeloid_leukemia,Plasma_cell_myeloma
chr12_50752139_50793289	yes	2	2	chr12_50766853_50770708:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Lung_large_cell_carcinoma,Lung_non_small_cell_carcinoma,Prostate_carcinoma|chr12_50775720_50776579:Lung_large_cell_carcinoma,Prostate_carcinoma	0	0	none
chr12_5078003_5124016	yes	3	0	chr12_5076996_5081727:|chr12_5094669_5098783:Amelanotic_melanoma,Cutaneous_melanoma,Lung_non_small_cell_carcinoma,Melanoma|chr12_5100837_5104884:	0	0	none
chr12_50918659_50929687	no	0	0	none	0	0	none
chr12_51004700_51049292	yes	1	1	chr12_51010702_51011167:Melanoma	0	0	none
chr12_51296122_51342001	yes	1	2	chr12_51295982_51297847:Breast_adenocarcinoma,Minimally_invasive_lung_adenocarcinoma	0	0	none
chr12_51354157_51427727	yes	1	2	chr12_51397764_51400719:Childhood_T_acute_lymphoblastic_leukemia,Colon_adenocarcinoma	1	3	chr12_51366938_51373307:Amelanotic_melanoma,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Cutaneous_melanoma
chr12_51617887_51638061	yes	3	4	chr12_51617887_51618932:Pleural_epithelioid_mesothelioma|chr12_51620577_51624800:Glioblastoma,Gliosarcoma,Pleural_epithelioid_mesothelioma,Prostate_carcinoma|chr12_51634710_51638061:Gliosarcoma,High_grade_ovarian_serous_adenocarcinoma,Ovarian_serous_cystadenocarcinoma,Pleural_epithelioid_mesothelioma	0	0	none
chr12_51821141_51870174	yes	4	3	chr12_51835904_51839016:Ovarian_endometrioid_adenocarcinoma|chr12_51847053_51848649:Ovarian_endometrioid_adenocarcinoma,Papillary_renal_cell_carcinoma|chr12_51848984_51852591:Adult_T_acute_lymphoblastic_leukemia,Ovarian_endometrioid_adenocarcinoma,Papillary_renal_cell_carcinoma|chr12_51854936_51857212:Ovarian_endometrioid_adenocarcinoma,Papillary_renal_cell_carcinoma,Pleural_epithelioid_mesothelioma	0	0	none
chr12_51951042_52093733	yes	1	1	chr12_52015059_52017342:Adult_T_acute_lymphoblastic_leukemia	2	3	chr12_52022774_52027277:Glioblastoma,Minimally_invasive_lung_adenocarcinoma|chr12_52030796_52037143:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive
chr12_52115985_52308949	no	0	0	none	3	4	chr12_52142038_52158112:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia|chr12_52180396_52211680:Adult_T_acute_lymphoblastic_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia|chr12_52276431_52290532:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia
chr12_52417555_52456516	yes	5	2	chr12_52415574_52417973:Pleural_epithelioid_mesothelioma|chr12_52422387_52424804:Breast_adenocarcinoma|chr12_52425710_52427127:Breast_adenocarcinoma,Prostate_carcinoma|chr12_52427304_52428245:Breast_adenocarcinoma,Prostate_carcinoma|chr12_52451114_52452885:Breast_adenocarcinoma,Melanoma	0	0	none
chr12_52630837_52691347	yes	7	2	chr12_52633584_52635052:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia|chr12_52644283_52645479:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia|chr12_52645626_52646958:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia|chr12_52659292_52664967:Adult_T_acute_lymphoblastic_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia|chr12_52670418_52673967:Childhood_T_acute_lymphoblastic_leukemia,Minimally_invasive_lung_adenocarcinoma|chr12_52680558_52681648:Childhood_T_acute_lymphoblastic_leukemia|chr12_52690254_52691528:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia	0	0	none
chr12_52846956_53015283	no	0	0	none	2	2	chr12_52869699_52880045:Adult_T_acute_lymphoblastic_leukemia,Cutaneous_melanoma,Ovarian_endometrioid_adenocarcinoma|chr12_52940134_52957115:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia
chr12_53038898_53080014	no	0	0	none	1	1	chr12_53078280_53080682:Breast_adenocarcinoma
chr12_53179591_53251855	yes	1	1	chr12_53247041_53248459:Melanoma	1	1	chr12_53218904_53225759:Adult_T_acute_lymphoblastic_leukemia
chr12_53294798_53325882	yes	1	2	chr12_53307994_53310045:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Plasma_cell_myeloma	1	1	chr12_53323650_53326510:Minimally_invasive_lung_adenocarcinoma
chr12_53344927_53421669	yes	1	3	chr12_53396849_53398783:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma	1	1	chr12_53380046_53383835:Childhood_T_acute_lymphoblastic_leukemia
chr12_53415239_53506836	yes	5	1	chr12_53423847_53426212:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive|chr12_53465095_53466880:Plasma_cell_myeloma|chr12_53466966_53470037:Plasma_cell_myeloma|chr12_53481023_53483297:Ovarian_endometrioid_adenocarcinoma,Pleural_epithelioid_mesothelioma|chr12_53503657_53503845:Cutaneous_melanoma	1	4	chr12_53491938_53495150:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Lung_large_cell_carcinoma
chr12_53532002_53563037	yes	1	4	chr12_53532002_53535420:Amelanotic_melanoma,Cutaneous_melanoma,Glioblastoma,Melanoma	0	0	none
chr12_53657150_53661142	no	0	0	none	0	0	none
chr12_5373354_5404795	yes	6	1	chr12_5373354_5384036:Lung_non_small_cell_carcinoma,Plasma_cell_myeloma|chr12_5388115_5391137:Lung_non_small_cell_carcinoma|chr12_5391301_5391820:|chr12_5392509_5393765:Plasma_cell_myeloma|chr12_5395061_5396518:Plasma_cell_myeloma|chr12_5402729_5404795:Plasma_cell_myeloma	0	0	none
chr12_53802395_53806604	yes	1	3	chr12_53802395_53806871:Breast_adenocarcinoma,Invasive_breast_carcinoma_of_no_special_type,Lung_large_cell_carcinoma	0	0	none
chr12_53954890_54053710	no	0	0	none	1	1	chr12_54008714_54022484:Childhood_T_acute_lymphoblastic_leukemia
chr12_54163335_54174875	yes	3	1	chr12_54162903_54167743:Amelanotic_melanoma,Cutaneous_melanoma,Melanoma|chr12_54173459_54174277:Cutaneous_melanoma|chr12_54174351_54176492:Cutaneous_melanoma	0	0	none
chr12_54257510_54391333	no	0	0	none	1	3	chr12_54256822_54263796:Anaplastic_large_cell_lymphoma__ALK_positive,Minimally_invasive_lung_adenocarcinoma,Prostate_carcinoma
chr12_5428742_5458395	yes	1	4	chr12_5427550_5434648:Gliosarcoma,Lung_non_small_cell_carcinoma,Papillary_renal_cell_carcinoma,Plasma_cell_myeloma	0	0	none
chr12_54407453_54433375	yes	1	4	chr12_54430313_54433705:Breast_adenocarcinoma,Lung_large_cell_carcinoma,Pleural_epithelioid_mesothelioma,Renal_cell_carcinoma	1	1	chr12_54410513_54424855:Minimally_invasive_lung_adenocarcinoma
chr12_54955552_54992400	yes	3	2	chr12_54967601_54969001:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia|chr12_54975749_54981203:Adult_T_acute_lymphoblastic_leukemia,Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Childhood_T_acute_lymphoblastic_leukemia,Glioblastoma|chr12_54989848_54992555:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia	0	0	none
chr12_55703861_55746482	no	0	0	none	0	0	none
chr12_55805421_55856493	yes	1	1	chr12_55822999_55824324:Colon_adenocarcinoma	0	0	none
chr12_55925406_55933069	no	0	0	none	0	0	none
chr12_55959552_55982774	yes	1	1	chr12_55976341_55978548:Adult_acute_myeloid_leukemia	0	0	none
chr12_56040799_56087821	yes	2	2	chr12_56058626_56064206:High_grade_ovarian_serous_adenocarcinoma,Ovarian_endometrioid_adenocarcinoma,Pleural_epithelioid_mesothelioma|chr12_56069325_56073763:High_grade_ovarian_serous_adenocarcinoma,Pleural_epithelioid_mesothelioma	0	0	none
chr12_56099201_56138896	no	0	0	none	0	0	none
chr12_561420_690117	yes	3	2	chr12_561138_564818:Adult_acute_myeloid_leukemia,Adult_T_acute_lymphoblastic_leukemia|chr12_596153_603050:Anaplastic_large_cell_lymphoma__ALK_positive,Breast_adenocarcinoma,Minimally_invasive_lung_adenocarcinoma|chr12_605523_609098:Adult_acute_myeloid_leukemia,Anaplastic_large_cell_lymphoma__ALK_positive	3	4	chr12_569386_577320:Plasma_cell_myeloma|chr12_629990_635376:Blast_phase_chronic_myelogenous_leukemia__BCR_ABL1_positive,Colon_carcinoma,Plasma_cell_myeloma|chr12_641398_647752:Amelanotic_melanoma,Astrocytoma,Cutaneous_melanoma,Minimally_invasive_lung_adenocarcinoma
chr12_56146075_56163769	yes	1	0	chr12_56146075_56147639:	0	0	none
chr12_56188263_56201974	no	0	0	none	0	0	none
chr12_56289018_56339304	yes	1	4	chr12_56338654_56340382:Adult_T_acute_lymphoblastic_leukemia,Childhood_T_acute_lymphoblastic_leukemia,Clear_cell_renal_cell_carcinoma,Plasma_cell_myeloma	0	0	none
