se_name	cell_specific_gain	number_ce_gain	number_cell_gain	gain_ce	number_ce_loss	number_cell_loss	loss_ce
chr15_53828530_53845537	yes	3	1	chr15_53829350_53833861:A549,IGROV1,T-47D,TK-10,UO-31|chr15_53834245_53837962:IGROV1,RPMI-8226,TK-10,UO-31|chr15_53843062_53845537:IGROV1	0	0	none
chr15_54146846_54162243	yes	2	3	chr15_54147524_54152663:A498,LOX_IMVI,M14,MALME-3M,MDA-MB-435,SF-539,SK-MEL-2,SNB-75,UACC-257,UACC-62|chr15_54157569_54161510:MDA-MB-435,SK-MEL-2,UACC-257	0	0	none
chr15_55182896_55197502	yes	1	6	chr15_55182480_55185051:M14,MDA-MB-435,SK-MEL-28,SK-MEL-5,SR,UACC-62	0	0	none
chr15_55217284_55291047	yes	1	1	chr15_55236906_55240055:K-562	1	1	chr15_55287798_55291181:MDA-MB-231
chr15_55389464_55409533	yes	1	10	chr15_55394980_55398175:HCT-15,HL-60,IGROV1,K-562,MCF7,MDA-MB-468,OVCAR-3,SK-MEL-28,SK-OV-3,T-47D	1	1	chr15_55401196_55410883:MDA-MB-231
chr15_55626927_55634375	yes	1	10	chr15_55629471_55632829:M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,SK-OV-3,SNB-75,UACC-257,UACC-62	0	0	none
chr15_55784557_55803493	yes	1	2	chr15_55798908_55799448:HOP-92,SF-539	0	0	none
chr15_55816156_55836202	yes	9	1	chr15_55814323_55817978:SF-539,SR,U251|chr15_55818245_55819369:SF-539|chr15_55819542_55821079:SF-539|chr15_55821816_55823288:SF-539|chr15_55823646_55825407:SF-539|chr15_55827710_55828265:MDA-MB-435,SF-539,SR|chr15_55829027_55831773:SF-539,SNB-19,SR|chr15_55833328_55834531:SF-539|chr15_55834614_55835909:SF-539	0	0	none
chr15_55863783_55919400	no	0	0	none	0	0	none
chr15_55981319_56062572	yes	2	3	chr15_56017483_56023140:HCT-116,HOP-92,IGROV1,LOX_IMVI,NCI_ADR-RES,NCI-H226,NCI-H460,NCI-H522,OVCAR-8,SF-268,SK-OV-3,SN12C|chr15_56046485_56048564:SK-OV-3,SN12C,SNB-19	2	11	chr15_55990725_55995284:RPMI-8226|chr15_56036297_56045850:CCRF-CEM,HL-60,M14,MALME-3M,MCF7,MDA-MB-231,MOLT-4,RPMI-8226,SK-MEL-28,SR,UACC-257
chr15_56364258_56374832	no	0	0	none	1	10	chr15_56364258_56373584:A498,HCC-2998,HCT-116,HS_578T,MDA-MB-231,MDA-MB-435,OVCAR-4,OVCAR-8,RXF_393,SN12C
chr15_56530585_56541016	yes	1	5	chr15_56530585_56541016:CCRF-CEM,MDA-MB-435,MOLT-4,RPMI-8226,SK-MEL-5	0	0	none
chr15_56732234_56740416	no	0	0	none	1	3	chr15_56731549_56734465:MDA-MB-231,NCI-H322M,SNB-75
chr15_56803868_56817845	no	0	0	none	0	0	none
chr15_56917724_56934270	yes	1	12	chr15_56928684_56933906:CCRF-CEM,HCC-2998,HCT-15,LOX_IMVI,MOLT-4,NCI_ADR-RES,PC-3,RXF_393,SF-268,SK-OV-3,SNB-19,X786-0	1	1	chr15_56917356_56921381:MDA-MB-468
chr15_57279072_57307248	yes	3	7	chr15_57282319_57287003:CCRF-CEM,HL-60,SF-539|chr15_57288445_57291104:HL-60|chr15_57295977_57304885:COLO_205,HCC-2998,HL-60,HT29,OVCAR-5,SK-MEL-2,SW-620	0	0	none
chr15_57306052_57339462	no	0	0	none	0	0	none
chr15_57376706_57396345	yes	3	3	chr15_57376646_57383953:MDA-MB-468,RPMI-8226,SW-620,U251|chr15_57384136_57390076:ACHN,OVCAR-4,RPMI-8226,U251,X786-0|chr15_57390266_57393050:HT29,RPMI-8226,U251	0	0	none
chr15_57474681_57538582	yes	3	11	chr15_57489563_57491403:SW-620|chr15_57508625_57512981:A498,COLO_205,HS_578T,RPMI-8226,RXF_393,SW-620,X786-0|chr15_57535685_57538582:A498,ACHN,HOP-92,SF-539,SK-MEL-2,SK-MEL-5,SK-OV-3,SNB-19,SW-620,UACC-257,UACC-62	0	0	none
chr15_57548669_57615244	yes	3	3	chr15_57564990_57568700:COLO_205,HL-60,HT29,KM12,NCI-H460,OVCAR-5,SK-OV-3,SW-620|chr15_57598137_57600745:COLO_205,HT29,MCF7|chr15_57603146_57606329:COLO_205,KM12,SW-620	0	0	none
chr15_57997317_58016169	yes	4	4	chr15_58001559_58004164:CCRF-CEM,PC-3|chr15_58009336_58010099:CCRF-CEM|chr15_58010134_58014195:CCRF-CEM,K-562,MOLT-4|chr15_58014202_58016546:CCRF-CEM,K-562,LOX_IMVI,MOLT-4	0	0	none
chr15_58202094_58230694	yes	4	9	chr15_58200519_58202804:SF-539,SK-MEL-2,SNB-19,SNB-75,U251,UACC-257|chr15_58208104_58210994:A498,MDA-MB-435,NCI-H226,SF-539,SK-MEL-2,SK-MEL-28,SR,UACC-257,UACC-62|chr15_58211969_58214090:HOP-92,MDA-MB-435,OVCAR-3,SF-539,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62|chr15_58222039_58225250:MALME-3M,MDA-MB-468,OVCAR-3,SF-539,SK-MEL-28,SK-OV-3,SNB-75,U251,UACC-257	0	0	none
chr15_58256818_58306923	yes	2	7	chr15_58256818_58262445:A498,EKVX,MDA-MB-468,NCI-H322M,OVCAR-4,RPMI-8226,SNB-19,U251|chr15_58289471_58304277:COLO_205,HOP-92,IGROV1,KM12,MOLT-4,RPMI-8226,X786-0	0	0	none
chr15_58323199_58397046	yes	1	12	chr15_58359819_58363926:BT-549,HL-60,HOP-62,HS_578T,MDA-MB-468,MOLT-4,OVCAR-3,SF-268,SF-295,SF-539,T-47D,UACC-257	1	4	chr15_58328713_58336560:NCI_ADR-RES,NCI-H23,NCI-H522,OVCAR-8
chr15_58410265_58613357	yes	2	10	chr15_58482180_58493499:CCRF-CEM,HL-60,IGROV1,K-562,MALME-3M,MDA-MB-468,MOLT-4,NCI-H226,OVCAR-3,OVCAR-4,SK-OV-3,SR|chr15_58503464_58508439:EKVX,IGROV1,MDA-MB-468,NCI-H322M,OVCAR-3,RPMI-8226,SK-MEL-2,SK-MEL-28,SK-OV-3,SN12C	2	5	chr15_58436922_58445814:BT-549,CCRF-CEM,HL-60,MCF7,NCI_ADR-RES,NCI-H522,OVCAR-8,PC-3,SF-539,SNB-19,T-47D,U251|chr15_58450573_58481269:BT-549,K-562,MCF7,NCI-H23,T-47D
chr15_58724394_58750991	yes	2	11	chr15_58736729_58739343:CCRF-CEM,COLO_205,DU-145,EKVX,LOX_IMVI,NCI_ADR-RES,NCI-H226,NCI-H322M,OVCAR-5,SK-MEL-28,SR,UO-31|chr15_58741367_58744340:ACHN,IGROV1,LOX_IMVI,NCI_ADR-RES,NCI-H226,OVCAR-5,OVCAR-8,SK-MEL-28,SN12C,SR,UO-31	1	8	chr15_58750008_58751111:BT-549,COLO_205,HS_578T,MDA-MB-231,NCI-H460,OVCAR-8,SW-620,TK-10
chr15_58917057_58935214	yes	1	4	chr15_58922837_58924267:A498,NCI-H226,SK-OV-3,SN12C	0	0	none
chr15_59152188_59220502	yes	3	7	chr15_59152031_59154529:MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62|chr15_59180313_59182142:CAKI-1,LOX_IMVI,NCI_ADR-RES,NCI-H226,RXF_393,SF-268,UO-31,X786-0|chr15_59208831_59213163:MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62	0	0	none
chr15_59221764_59351428	yes	1	12	chr15_59242578_59246107:A498,A549,ACHN,CAKI-1,COLO_205,EKVX,HCC-2998,IGROV1,RXF_393,SK-MEL-28,SW-620,TK-10	1	6	chr15_59288814_59307681:CCRF-CEM,K-562,MCF7,NCI-H322M,NCI-H522,T-47D
chr15_59522921_59622942	yes	1	9	chr15_59530784_59538429:A549,HCC-2998,HT29,KM12,MDA-MB-468,NCI-H322M,OVCAR-5,SK-OV-3,TK-10	0	0	none
chr15_59687963_59725671	yes	3	7	chr15_59695714_59697153:MDA-MB-468,NCI-H23,SK-MEL-2,SK-MEL-28,UACC-257|chr15_59705461_59706876:MDA-MB-468,NCI-H23,NCI-H460|chr15_59723400_59725969:CCRF-CEM,MDA-MB-468,NCI-H226,NCI-H23,NCI-H460,OVCAR-3,SK-OV-3	0	0	none
chr15_59773566_59839692	yes	4	2	chr15_59786285_59795829:CCRF-CEM,MOLT-4|chr15_59809733_59820724:CCRF-CEM,MOLT-4|chr15_59832826_59836477:CCRF-CEM,MOLT-4|chr15_59838306_59839692:CCRF-CEM,MOLT-4	0	0	none
chr15_59974233_60023349	yes	4	12	chr15_59974233_59978713:CCRF-CEM,COLO_205,HL-60,MOLT-4|chr15_59996146_59998835:CCRF-CEM,COLO_205,MDA-MB-468,MOLT-4,OVCAR-3,SNB-19,U251|chr15_59998812_60002940:BT-549,CCRF-CEM,COLO_205,MDA-MB-468,OVCAR-3|chr15_60015875_60023430:CCRF-CEM,COLO_205,HT29,K-562,LOX_IMVI,NCI-H226,OVCAR-5,SK-MEL-28,SR,U251,UACC-62,UO-31	0	0	none
chr15_60073817_60095674	yes	4	2	chr15_60073817_60075344:CCRF-CEM,COLO_205|chr15_60077101_60078489:CCRF-CEM,COLO_205,MOLT-4,NCI-H322M|chr15_60082711_60084237:COLO_205|chr15_60085894_60089184:COLO_205,SR	0	0	none
chr15_60114124_60128486	yes	2	2	chr15_60119862_60123183:COLO_205|chr15_60124973_60126357:CCRF-CEM,MOLT-4	0	0	none
chr15_60219840_60223629	yes	2	9	chr15_60219808_60221433:M14,MALME-3M,MDA-MB-435,NCI-H226,SK-MEL-28,SK-MEL-5,UACC-257|chr15_60221667_60223629:M14,MALME-3M,MCF7,MDA-MB-435,OVCAR-3,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257	0	0	none
chr15_60296147_60300357	yes	1	8	chr15_60294582_60301436:M14,MALME-3M,MDA-MB-435,MOLT-4,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257	0	0	none
chr15_60351561_60433732	no	0	0	none	1	1	chr15_60367447_60403840:MOLT-4
chr15_60541683_60593390	yes	4	8	chr15_60543354_60558360:HCT-15,KM12,M14,MALME-3M,NCI-H460,SK-MEL-28,SK-MEL-5,SR,UACC-62|chr15_60568185_60571804:SK-MEL-2,SK-MEL-28,SK-MEL-5,SR,UACC-257,UACC-62|chr15_60573093_60577062:HCT-15,M14,SK-MEL-5,SR|chr15_60578215_60585916:CCRF-CEM,HCT-15,M14,MOLT-4,NCI-H322M,NCI-H460,RPMI-8226,SR	0	0	none
chr15_60649215_60723217	yes	7	1	chr15_60649215_60650898:COLO_205,OVCAR-5,SR,SW-620,UACC-62|chr15_60681478_60682190:RXF_393,SR|chr15_60693672_60695854:SR|chr15_60696062_60698523:SR|chr15_60699246_60702696:PC-3,SR|chr15_60703928_60705793:SR|chr15_60718258_60723217:SR	0	0	none
chr15_60965985_60975686	yes	1	4	chr15_60965826_60967126:HS_578T,LOX_IMVI,NCI-H460,SF-268	0	0	none
chr15_62027794_62061566	yes	4	3	chr15_62045142_62046855:CCRF-CEM,NCI-H322M,RPMI-8226,SR|chr15_62050683_62051826:CCRF-CEM|chr15_62053189_62053733:CCRF-CEM|chr15_62053890_62058956:CCRF-CEM,MDA-MB-468,NCI-H322M	1	4	chr15_62059139_62061588:DU-145,HS_578T,OVCAR-8,PC-3
chr15_62107316_62125896	no	0	0	none	0	0	none
chr15_62426006_62506459	yes	5	6	chr15_62431841_62434336:RPMI-8226,SF-539|chr15_62439920_62441193:SNB-75|chr15_62461846_62464896:M14,SF-539,SN12C,SNB-75|chr15_62484998_62487641:NCI-H226,SF-539,SNB-75|chr15_62496921_62500716:IGROV1,OVCAR-3,SK-MEL-2,SNB-75,UACC-257,UACC-62	0	0	none
chr15_62591219_62620851	no	0	0	none	0	0	none
chr15_62731551_62784224	no	0	0	none	0	0	none
chr15_62824287_62859149	yes	2	4	chr15_62831639_62836713:EKVX,MCF7,MDA-MB-468,NCI-H226,OVCAR-3,T-47D,UO-31|chr15_62839938_62842754:CAKI-1,HOP-62,RXF_393,X786-0	0	0	none
chr15_62883766_62913340	no	0	0	none	0	0	none
chr15_62920781_62957222	yes	1	11	chr15_62931701_62936662:HS_578T,LOX_IMVI,MOLT-4,NCI-H226,NCI-H322M,RPMI-8226,RXF_393,SF-295,SF-539,SR,T-47D	0	0	none
chr15_62974741_63158587	yes	1	10	chr15_63021949_63024957:HS_578T,M14,MALME-3M,NCI-H226,SF-268,SF-295,SF-539,SK-MEL-2,SNB-75,UACC-62	1	4	chr15_63035238_63056396:HCT-116,HL-60,MOLT-4,RPMI-8226
chr15_63176442_63262217	yes	1	12	chr15_63217197_63220000:A498,EKVX,HCC-2998,HOP-62,HS_578T,NCI-H226,OVCAR-3,OVCAR-4,OVCAR-5,SF-539,TK-10,UO-31	1	6	chr15_63187302_63196129:HCC-2998,HCT-116,HT29,OVCAR-5,OVCAR-8,RPMI-8226
chr15_63331258_63397237	yes	3	6	chr15_63332929_63336412:MALME-3M,OVCAR-3,OVCAR-4,RXF_393,SK-MEL-5,SK-OV-3,UACC-257|chr15_63361316_63364381:A498,K-562,RXF_393,X786-0|chr15_63386700_63393595:HCT-15,K-562,MCF7,MDA-MB-468,NCI-H460,T-47D	0	0	none
chr15_63436795_63518423	yes	1	1	chr15_63464884_63465069:IGROV1	1	1	chr15_63499421_63505056:CCRF-CEM
chr15_63887722_63920128	yes	5	1	chr15_63886819_63889122:HL-60|chr15_63898840_63899907:HL-60,K-562|chr15_63908313_63910918:HS_578T,MALME-3M,NCI-H226,SF-539,SNB-19,SNB-75,U251|chr15_63913009_63914864:NCI-H226|chr15_63918503_63920128:K-562	0	0	none
chr15_64091165_64128299	yes	2	9	chr15_64089724_64092124:HL-60,M14,MALME-3M,MDA-MB-435,RPMI-8226,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-62|chr15_64120603_64128299:M14,MDA-MB-435,NCI-H226,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-75,UACC-257,UACC-62	0	0	none
chr15_64231532_64251899	no	0	0	none	1	4	chr15_64245604_64251899:BT-549,MCF7,MDA-MB-231,MOLT-4
chr15_64430041_64445696	yes	1	9	chr15_64428393_64431689:A498,CCRF-CEM,HL-60,MOLT-4,NCI-H226,RPMI-8226,SF-295,SF-539,SR	0	0	none
chr15_64824329_64912422	yes	4	4	chr15_64826728_64831423:EKVX,LOX_IMVI,MDA-MB-231,NCI_ADR-RES,NCI-H522,OVCAR-3,OVCAR-5,OVCAR-8,SF-268,SN12C|chr15_64850517_64853043:A498,NCI_ADR-RES,NCI-H226,NCI-H460,OVCAR-4,SF-539|chr15_64871991_64874448:HOP-62,HS_578T,MCF7,NCI-H226,NCI-H460,NCI-H522,OVCAR-4,RPMI-8226,RXF_393,SF-295,SF-539,SK-OV-3|chr15_64876897_64878872:NCI-H226,RPMI-8226,SF-295,SF-539	3	6	chr15_64824204_64826600:COLO_205,HS_578T,MALME-3M,SF-539,SNB-75|chr15_64840378_64841776:COLO_205,HCC-2998,KM12,MDA-MB-231,MDA-MB-468,OVCAR-5,SNB-75|chr15_64841887_64846380:CCRF-CEM,COLO_205,HCC-2998,HS_578T,KM12,MDA-MB-468
chr15_65107843_65117135	yes	1	8	chr15_65109705_65117373:MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,SNB-75,UACC-257,UACC-62	0	0	none
chr15_65285808_65304970	yes	2	4	chr15_65292612_65293958:RPMI-8226|chr15_65299140_65300686:HL-60,MOLT-4,SK-OV-3,SR	2	2	chr15_65285712_65286893:BT-549,KM12,LOX_IMVI,MALME-3M,NCI_ADR-RES,OVCAR-5,OVCAR-8,SK-MEL-5,SNB-75,UACC-257,UACC-62|chr15_65295285_65298566:MDA-MB-231,NCI_ADR-RES
chr15_65516713_65531195	yes	1	1	chr15_65528406_65529234:NCI-H522	0	0	none
chr15_65575392_65617756	yes	1	7	chr15_65615925_65617756:M14,MALME-3M,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62	0	0	none
chr15_65777881_65841026	yes	2	4	chr15_65803683_65805749:HL-60,K-562,NCI-H460,SF-539|chr15_65836602_65838911:HL-60,K-562,NCI-H23,RPMI-8226	1	1	chr15_65789165_65794631:MDA-MB-231
chr15_65869060_65886720	yes	3	10	chr15_65876873_65878633:EKVX,HOP-62,HT29,NCI-H460|chr15_65880979_65882190:CCRF-CEM,MOLT-4|chr15_65884719_65887203:HCT-15,HT29,M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62	0	0	none
chr15_65901565_65916648	yes	1	1	chr15_65914389_65916648:RPMI-8226	0	0	none
chr15_66496266_66515931	yes	2	7	chr15_66507559_66509228:ACHN|chr15_66515036_66516920:ACHN,IGROV1,LOX_IMVI,SF-268,SNB-19,U251,UO-31	1	2	chr15_66496123_66498965:M14,MDA-MB-231
chr15_66617360_66702925	yes	5	2	chr15_66622459_66627198:K-562,OVCAR-3,OVCAR-4|chr15_66629479_66633322:HL-60,K-562,OVCAR-3|chr15_66648673_66650426:RPMI-8226,SK-MEL-2,SK-MEL-28,UACC-62|chr15_66660334_66663874:IGROV1,K-562|chr15_66677819_66681000:HL-60,K-562	1	8	chr15_66701234_66708324:COLO_205,HOP-92,HS_578T,MALME-3M,NCI_ADR-RES,OVCAR-8,SK-OV-3,UACC-62
chr15_66688675_66786200	yes	2	8	chr15_66708999_66717345:A498,ACHN,CCRF-CEM,IGROV1,MDA-MB-231,OVCAR-3,RPMI-8226,SNB-19,SR,SW-620,U251,X786-0|chr15_66717426_66724406:CCRF-CEM,HT29,IGROV1,K-562,MALME-3M,MOLT-4,OVCAR-5,SNB-19	1	8	chr15_66701234_66708324:COLO_205,HOP-92,HS_578T,MALME-3M,NCI_ADR-RES,OVCAR-8,SK-OV-3,UACC-62
chr15_66830037_66904886	yes	2	9	chr15_66829842_66831613:A498,ACHN,HOP-62,HOP-92,HT29,NCI_ADR-RES,NCI-H226,NCI-H460,OVCAR-5,PC-3,SN12C|chr15_66893368_66896145:A498,BT-549,CAKI-1,K-562,PC-3,RXF_393,SN12C,SW-620,TK-10	1	11	chr15_66840564_66843803:CCRF-CEM,HL-60,K-562,KM12,MOLT-4,NCI-H23,NCI-H522,RPMI-8226,SK-MEL-5,SR,UACC-62
chr15_66996869_67201693	no	0	0	none	2	3	chr15_67079148_67113021:MOLT-4,NCI-H522,T-47D|chr15_67113139_67155668:HL-60,NCI-H522,RPMI-8226
chr15_68255574_68285321	yes	1	9	chr15_68267138_68270324:M14,MALME-3M,MDA-MB-435,NCI-H322M,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62	0	0	none
chr15_68350639_68432587	yes	5	6	chr15_68370195_68373005:HOP-62,HOP-92,LOX_IMVI,RXF_393,SF-539,SK-MEL-2|chr15_68421179_68422824:A549,HS_578T,HT29,SF-539,SNB-75|chr15_68425925_68426844:SF-539|chr15_68427661_68429947:HS_578T,SF-539|chr15_68430083_68432069:HS_578T,NCI-H226,SF-268,SF-539,SNB-75,U251	0	0	none
chr15_68469211_68544477	yes	4	9	chr15_68478123_68481112:EKVX,HS_578T,SF-268,SF-539|chr15_68483254_68490672:ACHN,EKVX,HS_578T,NCI-H322M,RXF_393,SF-268,SF-295,SF-539,SNB-19,SNB-75,UO-31,X786-0|chr15_68516374_68519448:HS_578T,M14,MALME-3M,SF-539,SK-MEL-28,SK-MEL-5,SNB-75,UACC-62|chr15_68542091_68545508:A498,EKVX,HOP-62,HS_578T,NCI-H226,SF-268,SF-295,SF-539,UO-31	0	0	none
chr15_68593354_68634116	yes	8	7	chr15_68593354_68594639:SK-MEL-2,SK-MEL-28,UACC-257|chr15_68594868_68595475:MALME-3M,SK-MEL-2,UACC-257|chr15_68598932_68600712:MALME-3M,SNB-19,U251,UACC-257,UACC-62|chr15_68607830_68608765:SF-539|chr15_68609172_68609730:SF-539|chr15_68611686_68615900:MALME-3M,SK-MEL-2,SK-MEL-28,UACC-257,UACC-62|chr15_68620996_68621701:MALME-3M,SF-295,SF-539,U251|chr15_68631848_68634642:M14,MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257	0	0	none
chr15_68808937_68835134	yes	1	4	chr15_68810931_68812237:CCRF-CEM,HL-60,MOLT-4,NCI_ADR-RES	0	0	none
chr15_68982838_69006457	yes	3	7	chr15_68982838_68986775:K-562,MALME-3M,OVCAR-3,SK-MEL-28,SK-MEL-5,SR,UACC-257|chr15_68988480_68993130:K-562,MALME-3M,SK-MEL-28,UACC-257|chr15_68996867_69006457:MALME-3M,MDA-MB-435,SK-MEL-2,SK-MEL-28,SK-MEL-5,UACC-257,UACC-62	0	0	none
chr15_69025067_69060236	yes	1	2	chr15_69025067_69027314:NCI-H460,SR	0	0	none
chr15_69073934_69087863	no	0	0	none	0	0	none
chr15_69404120_69424699	yes	1	6	chr15_69403938_69405328:HOP-62,HS_578T,NCI-H226,SF-268,SK-MEL-28,SR	1	1	chr15_69411347_69418961:RPMI-8226
chr15_69452414_69483697	yes	2	9	chr15_69473787_69475613:LOX_IMVI,NCI-H226,SR,UO-31|chr15_69479969_69488670:MCF7,MDA-MB-468,NCI-H322M,OVCAR-5,SK-OV-3,SNB-19,SNB-75,T-47D,UACC-257	2	2	chr15_69450949_69454911:SNB-75|chr15_69461976_69464304:OVCAR-8,SNB-75
chr15_69522344_69573810	yes	3	5	chr15_69523695_69534519:HCC-2998,IGROV1,KM12,SNB-19,SNB-75,U251|chr15_69535857_69538066:IGROV1|chr15_69567727_69569278:IGROV1,MDA-MB-468,NCI-H226,NCI-H23,SK-OV-3	0	0	none
chr15_69576204_69597411	yes	3	11	chr15_69580614_69580859:HOP-92|chr15_69586439_69589668:SR|chr15_69590999_69592689:COLO_205,HCC-2998,HCT-15,HOP-62,HT29,KM12,MCF7,OVCAR-5,PC-3,SW-620,T-47D	0	0	none
chr15_69704316_69764407	yes	3	7	chr15_69712350_69715863:CCRF-CEM,COLO_205,HOP-92,MDA-MB-231,MOLT-4,OVCAR-5,SR,SW-620,X786-0|chr15_69724784_69726900:HL-60,SW-620|chr15_69749951_69753031:COLO_205,M14,SK-MEL-2,SR,SW-620,UACC-257,UACC-62	0	0	none
chr15_69780241_69795999	yes	1	4	chr15_69780165_69786256:COLO_205,SK-MEL-28,SW-620,UACC-257	0	0	none
chr15_69852060_69864354	yes	2	2	chr15_69861021_69861827:RXF_393,SK-MEL-2|chr15_69861970_69864354:HOP-62,RXF_393	0	0	none
chr15_70014135_70038791	yes	4	6	chr15_70014135_70014995:RPMI-8226|chr15_70015202_70015808:RPMI-8226|chr15_70017532_70019135:RPMI-8226,RXF_393|chr15_70033006_70038791:HCC-2998,HS_578T,OVCAR-3,OVCAR-4,RPMI-8226,U251	0	0	none
chr15_70096743_70099615	no	0	0	none	1	2	chr15_70092169_70099648:NCI_ADR-RES,OVCAR-8
chr15_70194809_70198410	no	0	0	none	0	0	none
chr15_70424712_70538360	yes	4	5	chr15_70445909_70449070:CCRF-CEM,HL-60,K-562,MOLT-4,NCI-H226|chr15_70461398_70464194:HL-60,K-562,MCF7,MDA-MB-468,SR,T-47D|chr15_70477672_70481541:HL-60,RPMI-8226,SR|chr15_70534689_70537000:CCRF-CEM,HL-60,MOLT-4,SR,UACC-257	1	11	chr15_70473294_70477096:CCRF-CEM,HCC-2998,IGROV1,K-562,KM12,MCF7,MDA-MB-435,NCI-H23,NCI-H522,OVCAR-3,SK-MEL-5
chr15_70615946_70637234	yes	2	1	chr15_70625165_70634488:COLO_205,HL-60,HT29,KM12,NCI-H322M,PC-3,RPMI-8226,SR,SW-620|chr15_70635133_70635751:SR	0	0	none
chr15_70758646_70812619	no	0	0	none	1	6	chr15_70761691_70765909:CCRF-CEM,K-562,MOLT-4,OVCAR-8,RPMI-8226,SNB-75
chr15_70825885_70893679	yes	1	9	chr15_70866601_70868961:HOP-62,HOP-92,NCI-H460,SF-295,SF-539,SK-MEL-5,SK-OV-3,SNB-19,SNB-75	1	6	chr15_70890846_70893986:CCRF-CEM,K-562,MALME-3M,MOLT-4,OVCAR-8,RPMI-8226
chr15_71040822_71137717	yes	1	6	chr15_71069261_71073633:HS_578T,MCF7,MDA-MB-468,NCI-H226,SN12C,T-47D	0	0	none
chr15_71222500_71316230	yes	1	1	chr15_71223830_71226236:MDA-MB-468	0	0	none
chr15_71406822_71456544	yes	1	7	chr15_71406822_71416145:A549,HCC-2998,HT29,KM12,OVCAR-4,OVCAR-5,SK-MEL-28	0	0	none
chr15_71493467_71548711	yes	10	4	chr15_71493467_71496225:OVCAR-3|chr15_71496350_71499230:OVCAR-3|chr15_71500499_71501980:OVCAR-3|chr15_71502098_71504458:OVCAR-3|chr15_71504651_71508695:OVCAR-3|chr15_71510075_71516610:A549,HCC-2998,HT29,IGROV1,KM12,OVCAR-3,SNB-19,SNB-75|chr15_71516808_71519350:OVCAR-3|chr15_71519292_71519921:OVCAR-3|chr15_71525077_71527289:IGROV1,OVCAR-3,SF-268|chr15_71537631_71539340:CAKI-1,OVCAR-3,OVCAR-5,PC-3	0	0	none
chr15_71676456_71730659	yes	4	1	chr15_71676266_71682704:EKVX,HCT-15,HOP-62,MDA-MB-468,NCI-H226,NCI-H322M,OVCAR-4,PC-3,RPMI-8226,SF-268,SN12C,SR|chr15_71682790_71685780:EKVX,HCT-15,HOP-62,HS_578T,LOX_IMVI,NCI_ADR-RES,NCI-H226,OVCAR-4,OVCAR-8,PC-3,SF-268,SN12C|chr15_71704454_71709180:HOP-62,NCI-H226,SN12C,UACC-257|chr15_71725247_71726419:NCI-H226	0	0	none
chr15_71732257_71762968	no	0	0	none	0	0	none
chr15_71775480_71807355	yes	1	12	chr15_71799475_71802264:A549,ACHN,CAKI-1,DU-145,NCI-H226,NCI-H460,PC-3,RXF_393,SR,TK-10,UO-31,X786-0	0	0	none
chr15_71957095_71976890	yes	2	9	chr15_71961890_71963449:HT29,NCI-H322M,OVCAR-5|chr15_71969169_71977418:EKVX,HT29,MCF7,MDA-MB-468,NCI-H322M,OVCAR-3,OVCAR-4,OVCAR-5,T-47D	0	0	none
chr15_72135810_72198355	yes	4	4	chr15_72140829_72142005:OVCAR-3,OVCAR-4,SF-539|chr15_72167149_72171322:CCRF-CEM,EKVX,MDA-MB-468,MOLT-4,NCI-H322M,OVCAR-3,OVCAR-4,OVCAR-5,T-47D|chr15_72187140_72188471:EKVX,OVCAR-3,OVCAR-4|chr15_72194446_72196434:EKVX,HL-60,IGROV1,RPMI-8226	0	0	none
chr15_72200586_72240013	no	0	0	none	1	3	chr15_72234982_72240121:MCF7,NCI-H522,T-47D
chr15_72461928_72502715	yes	1	7	chr15_72485851_72488444:CAKI-1,LOX_IMVI,NCI_ADR-RES,NCI-H322M,OVCAR-8,SF-268,UO-31	0	0	none
chr15_72614203_72618754	yes	1	3	chr15_72614057_72618754:MOLT-4,RPMI-8226,SW-620	0	0	none
chr15_72782578_72797301	yes	1	1	chr15_72793659_72796186:SR	0	0	none
chr15_73632393_73651489	yes	4	7	chr15_73636774_73637653:A498,ACHN,EKVX,OVCAR-3,RXF_393,SK-OV-3,X786-0|chr15_73646242_73647384:EKVX,NCI-H322M|chr15_73647562_73648811:EKVX,NCI-H322M|chr15_73649273_73651579:A498,BT-549,EKVX,NCI-H226,NCI-H322M,OVCAR-4,SR	0	0	none
